feature_numerica1,feature_numerica2,feature_categorica,target
54.96714153011233,127.98710873172004,B,0
48.61735698828815,118.49267365825537,A,1
56.47688538100692,101.19260739840348,A,1
65.23029856408026,87.06126444588853,A,0
47.658466252766644,113.96446627227179,C,1
47.6586304305082,107.86970770843499,C,1
65.79212815507391,117.90386440055465,A,0
57.67434729152909,112.70343603363939,C,1
45.30525614065048,120.9910543063867,B,0
55.42560043585965,89.29529576878863,A,0
45.365823071875376,126.34788131268651,A,0
45.34270246429743,103.95199209384799,B,0
52.41962271566034,141.5052174525053,B,0
30.86719755342202,86.21624363820864,B,1
32.75082167486967,134.719276063305,A,0
44.37712470759027,103.95821566925295,A,0
39.87168879665576,86.97163992771104,B,0
53.142473325952736,90.32228331891356,A,1
40.91975924478789,93.5930538361136,A,1
35.87696298664709,108.48331892803833,A,1
64.65648768921554,110.45670976071,C,1
47.74223699513465,88.52599992122842,C,1
50.67528204687924,99.51290815478035,B,0
35.75251813786544,142.8454071722373,C,1
44.556172754748175,134.55086340201422,A,1
51.10922589709866,108.72647339348065,B,1
38.490064225776976,100.760069563364,A,1
53.75698018345672,102.40062653436523,B,0
43.99361310081195,112.27035945460833,C,0
47.083062502067236,79.5441486960319,B,0
43.98293387770603,94.8524692515331,A,1
68.52278184508938,66.62831852244821,B,0
49.86502775262066,107.98446245210559,A,0
39.422890710440996,112.94391879405482,C,1
58.225449121031886,90.33627075401252,B,0
37.791563500289776,131.47973526580066,B,1
52.08863595004755,75.48468673995318,B,0
30.403298761202244,70.7125023958036,B,0
36.71813951101569,104.48903637119945,A,0
51.96861235869123,120.94196605224309,B,1
57.38466579995411,133.67855382915738,A,0
51.7136828118997,90.8223147426212,B,0
48.843517176117594,121.57361666862592,C,1
46.98896304410711,99.22983060998585,C,0
35.214780096325725,96.54745400118361,B,1
42.801557916052914,117.67319874973344,B,1
45.393612290402125,113.0464575682684,A,0
60.57122226218915,68.47215686031501,B,1
53.43618289568462,129.53080699451792,A,0
32.36959844637266,127.60182708294903,B,1
53.24083969394795,87.48874596980941,A,0
46.149177195836835,107.91607066874818,A,1
43.23077999694041,109.88060372565478,B,0
56.11676288840868,105.21347531647814,A,1
60.30999522495951,88.9938969230916,B,0
59.31280119116199,86.56753264123897,A,0
41.607824767773614,99.48891858017109,A,0
46.907876241487855,123.45458038518728,B,0
53.31263431403564,110.87200309188864,A,1
59.75545127122359,92.58771335827788,A,0
45.2082576215471,115.43397421296689,B,1
48.14341023336183,43.02914758739849,A,1
38.93665025993972,122.97531400744207,C,1
38.037933759193294,65.20572442443802,A,0
58.125258223941984,92.75118117193736,A,0
63.56240028570823,77.60660210747713,B,1
49.27989878419666,74.10637048558189,A,0
60.03532897892024,123.21653574757039,A,0
53.61636025047634,90.64597597376218,A,1
43.54880245394876,106.93007763461432,A,1
53.61395605508414,99.06158842241632,C,1
65.38036566465969,109.54081654446243,A,0
49.64173960890049,101.53643782120511,B,1
65.64643655814007,74.3401555162286,C,0
23.802548959102555,119.9253363889428,B,0
58.21902504375224,90.12486833677374,C,1
50.870470682381715,68.86836202680499,A,0
47.009926495341325,91.43769678068175,C,0
50.91760776535502,130.01519581268622,A,0
30.124310853991073,117.00443484226986,B,1
47.80328112162488,93.02695731184282,B,1
53.57112571511746,93.01484591363142,A,1
64.77894044741517,93.56729897565235,B,1
44.81729781726352,141.53495967121682,B,0
41.91506397106812,107.63870904463107,A,0
44.982429564154636,108.60083294382139,A,0
59.15402117702074,120.60566908063684,B,0
53.287511096596845,104.77578318053027,B,0
44.70239796232961,94.81915708358594,C,1
55.13267433113356,96.07300301830044,B,0
50.9707754934804,98.56797481171873,C,0
59.68644990532889,99.25555526980317,B,0
42.979469061226474,114.5525908727396,A,0
46.723378534022316,101.03891771614599,A,1
46.078918468678424,114.65280154431159,B,0
35.364850518678814,98.38566839782835,B,0
52.96120277064576,101.57270380632181,A,1
52.610552721798896,60.035986309357845,A,0
50.05113456642461,118.32655349404963,C,0
47.65412866624853,106.92976951795985,B,0
35.84629257949586,119.96020219719304,B,1
45.79354677234641,42.07489243612621,B,1
46.572854834732304,141.76749409561455,A,1
41.97722730778381,97.20820743689653,A,0
48.387142883339905,122.16365633475033,A,1
54.040508568145384,79.20188145748938,A,0
68.8618590121053,112.2554781012514,B,0
51.74577812831839,78.93168873652688,B,0
52.57550390722764,87.5246207860839,C,0
49.25554084233833,138.28062707733574,C,1
30.812287847009586,96.18635198473307,A,1
49.73486124550783,104.34865746359446,B,1
50.60230209941027,117.40135461377508,B,1
74.63242112485287,109.91363775945209,C,1
48.076390352188774,103.00837810287153,A,0
53.015473423336125,107.2992200493245,B,0
49.65288230294757,148.0683117047655,B,1
38.31321962380468,98.8476240593283,A,0
61.42822814515021,104.02198093429935,A,1
57.519330326867745,121.01308792015224,B,0
57.910319470430466,122.11051865915968,B,0
40.906125452052606,123.7406061112076,A,0
64.02794310936099,112.77460444058369,B,0
35.98148937207719,77.13990174539033,A,0
55.868570938002705,132.6686306460219,B,1
71.90455625809979,77.07309213962624,A,0
40.09463674869312,106.05270930478066,C,1
44.33702270397228,84.91448299961284,A,0
50.99651365087641,98.71723306814015,A,0
44.96524345883801,106.5752482060696,A,0
34.493365689338674,106.42714430900546,A,1
50.68562974806027,108.4384150847057,B,0
39.37696286273895,132.27422538117293,A,1
54.73592430635182,109.0706860302796,C,0
40.80575765766197,95.11686729418703,A,1
65.4993440501754,119.28174336576714,A,0
42.16746707663763,123.78940977849281,A,1
46.77938483794324,75.44784369726015,A,1
58.135172173696695,111.94800139699716,A,1
37.69135683566045,114.02345484621796,B,0
52.27459934604129,94.04872993280016,B,0
63.07142754282428,127.51413626623238,B,0
33.92516765438772,96.99888825934947,B,1
51.84633858532304,102.51152906943085,B,1
52.598827942484235,96.5385635143226,A,1
57.8182287177731,100.31158095162935,B,0
37.63049289121918,78.07449826209597,C,0
36.795433869157236,71.19898234811411,B,0
55.21941565616898,131.89010126449944,B,1
52.96984673233186,83.06077303363344,A,1
52.504928503458764,80.17215301087386,B,1
53.46448209496975,56.932197727925704,B,0
43.19975278421509,87.22076504620995,B,1
52.322536971610035,73.53820413185004,C,1
52.93072473298681,132.8403032027274,A,0
42.85648581973632,120.19634178685268,A,1
68.65774511144757,86.23699309644553,B,1
54.73832920911788,145.04871610688616,C,1
38.08696502797351,119.63530973983188,A,1
56.5655360863383,93.50337232982756,A,0
40.253183297726785,50.01188570252854,A,0
57.87084603742452,145.81885145181485,A,1
61.58595579007404,72.20855066472808,B,0
41.7931768164829,67.09202506086217,B,1
59.63376129244322,120.45140864019281,A,1
54.12780926936498,148.79504812678545,A,1
58.2206015999449,127.68545637021036,A,1
68.96792982653947,111.27818240104719,A,0
47.54611883997129,111.89508683330573,B,0
42.4626383564251,117.06831117560615,C,0
41.10485570374477,115.17857179573531,C,0
41.841897150345616,105.62382847938751,A,0
49.228982905858956,102.08402207903752,C,0
53.41151974816644,98.74813744200955,B,1
52.766907993300194,84.92070822266648,B,1
58.27183249036024,94.38649846266452,B,0
50.13001891877907,66.1408637160923,A,0
64.53534077157317,98.033207464105,A,1
47.35343166762044,80.22817785698166,A,0
77.20169166589619,77.92821365568457,A,0
56.25667347765006,103.59788302306957,A,0
41.42842443583717,127.84004572689199,B,1
39.29107501938888,118.36633212004625,B,0
54.824724152431855,68.58998792753646,B,1
47.76537214674149,80.20743726859325,A,0
57.14000494092092,118.81542375976431,C,1
54.73237624573545,80.35025212923381,C,0
49.271710873431275,95.50733700005951,B,0
41.532062819315954,111.00104198049104,C,1
34.851527753141355,80.6331109027273,B,1
45.53485047932979,102.1075101229192,C,1
58.56398794323472,73.3194901016359,A,1
52.14093744130204,87.97264712097572,A,1
37.542612212880115,106.39563868285074,A,1
51.73180925851182,68.14012532936661,A,1
53.85317379728837,108.80949475920798,A,0
41.16142563798867,99.60724402146637,B,0
51.53725105945528,111.04979908834295,B,0
50.58208718446,104.47828268129322,B,1
38.57029702169377,127.28280859947688,A,0
53.577873603482836,102.50449005295815,C,0
55.60784526368234,91.41188917749494,B,1
60.830512431752766,102.44595006064567,A,1
60.53802052034903,110.86596058072776,B,1
36.22330632042909,100.97720140651408,A,0
40.62174960084877,100.81183382407765,A,1
55.1503526720866,85.96016624386489,C,0
55.13785950912209,86.74198164898104,A,0
55.150476863060476,71.94789456400613,B,0
88.52731490654722,134.9915348637388,C,0
55.70890510693167,75.1227352921743,B,0
61.35565640180599,86.14189604408185,A,1
59.54001763493203,85.63185468861604,A,0
56.51391251305798,117.89848753888883,A,1
46.84730755359654,94.10100643415944,B,1
57.589692204932675,124.95484145347467,B,0
42.27174785462428,86.53018751512263,A,0
47.63181393259991,105.57988324447604,C,0
45.14636452170897,83.29305893480486,B,1
50.81874139386323,142.90298255546776,A,0
73.14658566673509,76.24803161940974,B,0
31.32734807408252,106.19641420454055,B,0
56.86260190374514,112.67553761864197,A,1
33.87284128810349,108.27598194902997,A,1
